CUSTOMER_ID,GENDER,AGE,HOUSEHOLD_INCOME,YEARS_AS_CUSTOMER,CUSTOMER_SUBSCRIPTION_COUNT,CUSTOMER_REVENUE,CUSTOMER_HASHCODE
21719,M,26,"$60,000 ",4,4,$60 ,1219.0
106653,M,24,"$120,000 ",3,4,$60 ,1219.0
468203,M,23,"$72,000 ",2,8,$120 ,1219.0
119107,F,30,"$66,000 ",6,1,$15 ,1219.5
437294,M,36,"$72,000 ",9,9,$180 ,1219.9
303728,U,22,"$99,000 ",2,2,$30 ,1220.2
132957,M,33,"$84,000 ",7,3,$60 ,1220.3
128520,M,22,"$96,000 ",2,2,$30 ,1220.7
345428,M,28,"$60,000 ",5,5,$75 ,1221.4
60626,M,22,"$12,000 ",2,1,$60 ,1221.5
452740,M,27,"$96,000 ",4,4,$80 ,1221.8
130597,M,22,"$72,000 ",2,6,$90 ,1222.2
316516,F,33,"$88,000 ",7,3,$45 ,1222.7
371748,U,23,"$22,000 ",2,1,$25 ,1224.0
101219,F,26,"$11,000 ",4,1,$60 ,1224.3
95984,M,25,"$60,000 ",3,3,$60 ,1224.9
431335,M,25,"$48,000 ",3,5,$125 ,1225.2
56063,M,22,"$24,000 ",2,3,$45 ,1225.2
159218,M,23,"$84,000 ",2,10,$150 ,1225.9
25791,M,40,"$108,000 ",11,2,$30 ,1226.5
86218,F,34,"$44,000 ",8,5,$75 ,1226.5
171088,M,23,"$36,000 ",2,10,$150 ,1226.7
97133,M,25,"$96,000 ",3,4,$60 ,1227.6
67672,M,42,"$24,000 ",12,1,$60 ,1227.9
147071,M,34,"$72,000 ",8,5,$100 ,1227.9
359644,M,27,"$72,000 ",4,11,$220 ,1228.9
156610,F,31,"$33,000 ",6,5,$75 ,1229.2
315474,F,23,"$55,000 ",2,6,$120 ,1229.4
367954,M,27,"$72,000 ",4,5,$100 ,1229.7
354954,F,23,"$55,000 ",2,7,$105 ,1230.1
67539,F,28,"$121,000 ",5,5,$100 ,1230.4
425205,M,22,"$12,000 ",2,2,$120 ,1230.6
382023,F,39,"$55,000 ",10,6,$120 ,1230.6
86370,M,34,"$72,000 ",8,1,$15 ,1231.6
76684,F,54,"$44,000 ",18,4,$80 ,1232.2
368497,M,29,"$12,000 ",5,2,$30 ,1232.5
291090,M,32,"$84,000 ",7,3,$60 ,1233.0
67759,F,23,"$22,000 ",2,2,$30 ,1233.1
237042,M,34,"$120,000 ",8,4,$60 ,1233.4
88957,F,62,"$220,000 ",22,11,$220 ,1233.9
324679,M,22,"$36,000 ",2,1,$25 ,1233.9
102880,M,29,"$24,000 ",5,1,$25 ,1234.4
158086,F,27,"$44,000 ",4,3,$45 ,1234.6
385794,M,42,"$48,000 ",12,1,$15 ,1235.4
125785,M,27,"$108,000 ",4,2,$30 ,1235.8
429354,M,37,"$24,000 ",9,1,$20 ,1236.6
146829,M,25,"$48,000 ",3,2,$30 ,1237.1
322117,M,32,"$36,000 ",7,1,$15 ,1238.7
311642,M,28,"$48,000 ",5,7,$140 ,1238.8
314200,M,33,"$48,000 ",7,4,$80 ,1239.1
24291,U,23,"$44,000 ",2,4,$60 ,1240.8
416274,F,28,"$33,000 ",5,5,$75 ,1241.1
461507,F,23,"$22,000 ",2,2,$30 ,1241.7
310249,F,23,"$33,000 ",2,6,$90 ,1241.8
342656,M,24,"$48,000 ",3,1,$15 ,1242.8
399799,F,33,"$77,000 ",7,3,$45 ,1242.8
141885,M,61,"$72,000 ",21,1,$15 ,1242.9
350878,M,36,"$48,000 ",9,4,$100 ,1243.2
297147,F,25,"$55,000 ",3,13,$260 ,1243.5
448954,M,24,"$72,000 ",3,1,$15 ,1243.9
473197,M,27,"$24,000 ",4,1,$20 ,1244.2
33848,M,22,"$24,000 ",2,1,$25 ,1244.3
40476,F,33,"$44,000 ",7,3,$45 ,1244.6
332989,M,25,"$108,000 ",3,2,$30 ,1244.9
413359,M,26,"$204,000 ",4,9,$180 ,1245.3
125439,M,41,"$60,000 ",11,4,$60 ,1245.3
64862,F,22,"$66,000 ",2,5,$75 ,1246.6
123253,M,23,"$60,000 ",2,3,$45 ,1246.7
354384,M,42,"$24,000 ",12,1,$25 ,1246.7
439839,M,43,"$24,000 ",12,1,$25 ,1246.8
427340,F,34,"$55,000 ",8,1,$20 ,1247.0
373906,M,50,"$24,000 ",16,1,$15 ,1247.2
187810,F,32,"$77,000 ",7,5,$75 ,1247.9
175506,F,28,"$22,000 ",5,1,$25 ,1248.6
370713,F,31,"$66,000 ",6,10,$200 ,1248.8
36881,M,45,"$84,000 ",13,1,$15 ,1249.2
370117,F,24,"$99,000 ",3,9,$180 ,1249.6
379122,M,40,"$36,000 ",11,6,$120 ,1249.7
133481,M,32,"$60,000 ",7,7,$140 ,1250.4
308509,F,22,"$44,000 ",2,2,$50 ,1251.9
313956,F,23,"$88,000 ",2,8,$120 ,1252.1
474767,M,47,"$36,000 ",14,1,$15 ,1252.1
287073,M,37,"$36,000 ",9,1,$15 ,1252.3
103675,M,23,"$108,000 ",2,6,$90 ,1252.4
304441,M,43,"$72,000 ",12,3,$60 ,1252.8
320884,F,22,"$99,000 ",2,7,$140 ,1253.2
398529,F,26,"$66,000 ",4,3,$45 ,1253.8
86433,M,32,"$36,000 ",7,5,$125 ,1254.8
136053,M,35,"$108,000 ",8,7,$140 ,1254.9
107220,F,27,"$143,000 ",4,3,$60 ,1255.2
369470,M,32,"$60,000 ",7,4,$60 ,1255.7
383570,M,28,"$72,000 ",5,4,$60 ,1255.8
29748,F,29,"$110,000 ",5,9,$180 ,1256.4
374838,M,43,"$60,000 ",12,1,$15 ,1256.5
166710,F,43,"$33,000 ",12,1,$15 ,1257.3
323759,M,38,"$24,000 ",10,2,$50 ,1257.8
131720,M,46,"$120,000 ",14,11,$220 ,1258.2
114190,F,37,"$11,000 ",9,1,$25 ,1259.0
41855,M,41,"$48,000 ",11,7,$140 ,1259.4
242229,M,23,"$72,000 ",2,6,$90 ,1259.7
62441,M,23,"$12,000 ",2,1,$60 ,1260.0
91841,M,23,"$36,000 ",2,2,$50 ,1260.2
434133,F,25,"$77,000 ",3,2,$40 ,1260.5
316795,F,38,"$11,000 ",10,1,$25 ,1262.0
48930,M,43,"$144,000 ",12,4,$80 ,1262.5
125706,M,26,"$60,000 ",4,5,$75 ,1262.5
462763,M,22,"$96,000 ",2,4,$60 ,1264.4
313814,F,46,"$121,000 ",14,10,$150 ,1264.8
68139,M,29,"$36,000 ",5,3,$75 ,1265.0
374440,M,22,"$24,000 ",2,7,$105 ,1265.3
66285,F,22,"$11,000 ",2,1,$60 ,1265.9
312108,F,30,"$66,000 ",6,8,$120 ,1265.9
346407,F,23,"$33,000 ",2,5,$75 ,1267.0
383315,F,22,"$33,000 ",2,2,$50 ,1267.1
103996,F,35,"$55,000 ",8,7,$140 ,1267.5
363617,M,23,"$12,000 ",2,2,$50 ,1268.2
102822,U,23,"$22,000 ",2,1,$25 ,1268.9
95143,F,25,"$44,000 ",3,2,$50 ,1269.0
126669,M,29,"$120,000 ",5,1,$15 ,1269.6
309559,M,31,"$36,000 ",6,1,$20 ,1270.6
89583,F,60,"$11,000 ",21,1,$25 ,1270.9
373026,F,44,"$33,000 ",13,6,$120 ,1270.9
133251,F,24,"$44,000 ",3,5,$75 ,1271.4
320434,F,23,"$33,000 ",2,2,$50 ,1271.8
36227,M,29,"$72,000 ",5,2,$30 ,1271.9
335931,M,75,"$108,000 ",28,3,$45 ,1272.4
325284,M,23,"$12,000 ",2,3,$45 ,1272.5
361970,M,24,"$120,000 ",3,5,$75 ,1272.5
310904,M,24,"$72,000 ",3,1,$15 ,1273.1
122765,M,22,$0 ,2,1,$15 ,1273.7
472377,F,33,"$55,000 ",7,1,$15 ,1274.3
371689,F,30,"$44,000 ",6,2,$30 ,1275.0
287047,M,23,"$96,000 ",2,6,$120 ,1275.6
159493,F,24,"$44,000 ",3,5,$75 ,1276.0
65590,U,22,"$55,000 ",2,4,$60 ,1276.1
49913,M,28,"$72,000 ",5,1,$15 ,1276.2
29580,M,29,"$36,000 ",5,6,$90 ,1276.6
463982,M,22,"$12,000 ",2,2,$50 ,1277.1
255995,M,23,"$60,000 ",2,7,$140 ,1278.2
91974,F,25,"$99,000 ",3,9,$135 ,1279.9
95648,M,22,"$12,000 ",2,3,$75 ,1280.2
114645,F,23,"$88,000 ",2,6,$90 ,1280.5
322301,F,22,"$22,000 ",2,6,$120 ,1280.8
56402,F,23,"$11,000 ",2,5,$75 ,1280.8
296592,M,31,"$48,000 ",6,4,$80 ,1280.8
137219,F,38,"$121,000 ",10,6,$120 ,1281.3
183981,M,34,"$12,000 ",8,1,$15 ,1282.1
114331,F,42,"$99,000 ",12,3,$60 ,1282.9
123485,F,23,"$99,000 ",2,7,$105 ,1284.0
127905,M,43,"$72,000 ",12,4,$60 ,1284.7
93032,M,43,"$60,000 ",12,5,$75 ,1285.1
391955,M,36,"$60,000 ",9,6,$120 ,1285.9
292974,M,33,"$24,000 ",7,1,$15 ,1285.9
164574,M,23,"$36,000 ",2,1,$15 ,1286.4
298812,M,61,"$36,000 ",21,1,$15 ,1286.9
375590,M,22,"$84,000 ",2,11,$220 ,1286.9
23112,M,22,"$36,000 ",2,4,$100 ,1287.0
423395,F,23,"$66,000 ",2,2,$30 ,1287.5
146567,M,22,"$84,000 ",2,7,$105 ,1288.4
397978,F,23,"$11,000 ",2,1,$15 ,1288.5
413154,F,23,"$99,000 ",2,4,$60 ,1288.7
296540,M,42,"$108,000 ",12,7,$105 ,1289.1
381865,F,31,"$33,000 ",6,2,$30 ,1289.2
459782,M,23,"$72,000 ",2,8,$120 ,1289.8
20208,M,39,"$24,000 ",10,1,$15 ,1290.0
382355,F,42,"$132,000 ",12,1,$20 ,1290.5
136306,U,23,"$11,000 ",2,1,$15 ,1291.5
306361,M,22,"$24,000 ",2,2,$50 ,1291.6
28612,M,27,"$24,000 ",4,4,$80 ,1291.7
287758,F,25,"$22,000 ",3,7,$105 ,1291.9
3972,M,27,"$48,000 ",4,4,$60 ,1292.6
402655,F,33,"$132,000 ",7,10,$150 ,1293.0
142354,M,22,"$132,000 ",2,4,$80 ,1293.2
175834,M,31,"$12,000 ",6,2,$50 ,1293.6
92321,F,24,"$88,000 ",3,4,$60 ,1295.1
313035,M,38,"$72,000 ",10,2,$40 ,1295.3
348289,M,30,"$48,000 ",6,3,$45 ,1295.4
60104,M,33,"$12,000 ",7,1,$15 ,1296.2
93152,M,40,"$48,000 ",11,3,$45 ,1296.3
324071,M,24,"$48,000 ",3,7,$105 ,1296.4
150164,M,23,"$12,000 ",2,3,$75 ,1296.7
301327,M,30,"$36,000 ",6,2,$30 ,1297.4
378424,F,25,"$55,000 ",3,7,$105 ,1299.9
315628,M,25,"$24,000 ",3,1,$60 ,1300.0
44058,M,29,"$36,000 ",5,6,$90 ,1300.1
125453,F,30,"$44,000 ",6,5,$75 ,1300.2
59117,M,38,"$96,000 ",10,5,$100 ,1300.3
137525,M,28,"$60,000 ",5,8,$160 ,1300.6
296515,M,29,$0 ,5,1,$15 ,1301.8
444240,M,24,"$24,000 ",3,3,$75 ,1302.0
68619,U,25,"$253,000 ",3,13,$260 ,1302.2
398844,M,27,"$36,000 ",4,3,$60 ,1302.5
369200,F,39,"$22,000 ",10,1,$25 ,1303.2
25927,M,22,"$36,000 ",2,6,$90 ,1304.0
221798,M,22,"$24,000 ",2,2,$50 ,1304.7
393535,M,36,"$108,000 ",9,6,$120 ,1306.3
19362,F,25,"$11,000 ",3,2,$30 ,1306.6
453631,F,39,"$33,000 ",10,1,$15 ,1307.3
311173,F,31,"$154,000 ",6,11,$220 ,1308.4
124047,M,27,"$36,000 ",4,2,$30 ,1308.5
144966,M,37,"$36,000 ",9,2,$30 ,1308.8
346961,F,22,"$11,000 ",2,2,$50 ,1309.2
344774,F,22,"$33,000 ",2,8,$120 ,1310.7
307466,M,34,"$36,000 ",8,2,$30 ,1310.8
67613,F,27,"$33,000 ",4,4,$60 ,1312.7
159770,F,41,"$77,000 ",11,6,$120 ,1312.8
106619,M,27,"$36,000 ",4,4,$60 ,1313.3
63153,M,31,"$72,000 ",6,9,$135 ,1313.5
407708,M,27,"$24,000 ",4,2,$50 ,1315.4
364133,M,32,"$84,000 ",7,7,$140 ,1315.6
408164,F,25,"$44,000 ",3,1,$15 ,1315.7
326423,M,22,"$60,000 ",2,6,$150 ,1316.6
370964,M,23,"$60,000 ",2,7,$105 ,1318.7
337249,M,30,"$48,000 ",6,3,$45 ,1318.8
234419,M,23,$0 ,2,2,$50 ,1318.9
151395,M,25,"$120,000 ",3,8,$120 ,1320.1
312101,F,42,"$33,000 ",12,3,$60 ,1320.4
154667,F,27,"$55,000 ",4,1,$15 ,1320.9
336109,M,32,"$72,000 ",7,5,$75 ,1321.5
89494,F,22,"$66,000 ",2,9,$135 ,1321.9
138798,M,35,"$96,000 ",8,3,$60 ,1323.0
461284,F,30,"$22,000 ",6,1,$20 ,1323.6
84998,M,48,"$48,000 ",15,1,$15 ,1324.3
333246,M,37,"$60,000 ",9,6,$120 ,1324.6
407779,F,39,"$110,000 ",10,4,$80 ,1325.7
288898,F,29,"$22,000 ",5,1,$25 ,1326.1
430556,M,22,"$48,000 ",2,2,$30 ,1326.7
54255,M,27,"$84,000 ",4,5,$100 ,1327.1
95176,U,26,"$77,000 ",4,9,$180 ,1329.0
472613,F,49,"$77,000 ",15,1,$15 ,1329.4
63850,M,52,"$72,000 ",17,4,$60 ,1329.4
289183,F,37,"$22,000 ",9,1,$15 ,1329.5
353804,M,38,"$72,000 ",10,6,$120 ,1330.0
308681,M,23,"$36,000 ",2,1,$15 ,1330.0
346391,F,23,"$55,000 ",2,5,$75 ,1330.8
390363,M,33,"$96,000 ",7,3,$60 ,1330.9
146448,M,50,"$48,000 ",16,4,$80 ,1331.0
402872,F,34,"$88,000 ",8,13,$260 ,1332.3
473602,M,24,"$36,000 ",3,5,$125 ,1332.4
155315,M,22,"$36,000 ",2,4,$60 ,1332.4
388716,F,27,"$66,000 ",4,10,$200 ,1332.4
480756,M,24,"$60,000 ",3,7,$105 ,1332.5
305710,M,30,"$12,000 ",6,1,$60 ,1332.5
318843,F,24,$0 ,3,5,$75 ,1333.1
480791,M,61,"$60,000 ",21,3,$60 ,1333.2
317989,F,27,"$143,000 ",4,6,$120 ,1333.4
124048,F,24,"$55,000 ",3,2,$30 ,1334.0
298525,F,57,"$121,000 ",19,9,$180 ,1334.1
355302,M,23,"$12,000 ",2,2,$30 ,1334.5
111526,M,30,"$72,000 ",6,3,$45 ,1334.5
171353,F,23,"$11,000 ",2,6,$90 ,1334.7
316276,F,26,"$110,000 ",4,2,$30 ,1334.8
407800,M,28,"$24,000 ",5,2,$30 ,1335.1
286763,M,26,"$36,000 ",4,2,$50 ,1335.1
392813,F,26,"$11,000 ",4,1,$20 ,1335.2
298573,F,27,"$44,000 ",4,3,$45 ,1335.9
384940,M,46,"$36,000 ",14,5,$100 ,1336.9
405851,F,25,"$11,000 ",3,3,$45 ,1336.9
88955,M,28,"$96,000 ",5,10,$200 ,1336.9
405865,F,26,"$77,000 ",4,4,$60 ,1337.2
286252,F,25,"$11,000 ",3,1,$60 ,1337.7
149301,M,35,"$36,000 ",8,1,$25 ,1338.1
353439,M,32,"$48,000 ",7,3,$45 ,1338.3
456641,M,24,"$12,000 ",3,1,$25 ,1339.2
313281,M,29,"$72,000 ",5,1,$20 ,1340.1
89160,F,22,"$22,000 ",2,3,$45 ,1340.1
342688,F,27,"$11,000 ",4,1,$25 ,1340.6
476947,M,33,"$36,000 ",7,2,$30 ,1340.7
150122,F,29,"$44,000 ",5,3,$45 ,1340.7
395204,M,27,"$96,000 ",4,3,$60 ,1341.3
135167,F,23,"$11,000 ",2,3,$45 ,1341.5
68892,F,25,"$88,000 ",3,2,$40 ,1342.3
302894,M,29,"$96,000 ",5,3,$60 ,1342.4
358598,F,27,"$44,000 ",4,2,$30 ,1342.8
3939,M,27,"$36,000 ",4,4,$60 ,1343.8
329594,M,23,"$36,000 ",2,6,$90 ,1343.9
45051,F,28,"$55,000 ",5,4,$60 ,1345.4
81882,M,23,"$12,000 ",2,1,$60 ,1346.4
81089,M,34,"$48,000 ",8,8,$160 ,1346.6
351769,F,39,"$66,000 ",10,8,$160 ,1347.1
466782,M,24,"$48,000 ",3,7,$105 ,1348.6
284838,M,28,"$24,000 ",5,3,$75 ,1349.3
450610,F,31,"$44,000 ",6,3,$45 ,1350.5
221516,F,27,"$33,000 ",4,2,$30 ,1351.3
25051,F,23,"$66,000 ",2,10,$150 ,1352.1
53554,M,29,"$12,000 ",5,1,$60 ,1353.3
347941,F,47,"$33,000 ",14,2,$30 ,1353.9
73383,F,41,"$55,000 ",11,1,$15 ,1354.2
159522,F,29,"$121,000 ",5,2,$40 ,1354.3
135833,M,32,"$96,000 ",7,5,$100 ,1354.4
57376,M,31,"$48,000 ",6,3,$45 ,1355.6
469282,M,29,"$48,000 ",5,3,$45 ,1355.8
404030,M,24,"$168,000 ",3,5,$100 ,1355.9
131131,F,22,"$22,000 ",2,8,$120 ,1357.6
312307,F,43,"$11,000 ",12,1,$15 ,1357.9
199408,F,41,"$22,000 ",11,2,$30 ,1358.6
59733,F,22,"$22,000 ",2,10,$150 ,1359.4
44138,M,23,$0 ,2,3,$45 ,1359.8
88651,F,29,"$132,000 ",5,5,$100 ,1360.0
356301,F,22,"$11,000 ",2,5,$125 ,1360.1
159365,M,37,"$60,000 ",9,5,$100 ,1361.5
304321,F,22,"$66,000 ",2,8,$120 ,1361.8
311014,M,29,"$12,000 ",5,1,$15 ,1362.4
403779,M,24,"$48,000 ",3,3,$75 ,1362.4
118469,F,22,"$33,000 ",2,1,$15 ,1364.1
245546,M,24,"$36,000 ",3,2,$30 ,1364.9
348296,M,24,"$36,000 ",3,2,$30 ,1365.9
380899,M,28,"$60,000 ",5,4,$60 ,1366.6
478911,M,30,"$24,000 ",6,2,$30 ,1368.4
442199,M,67,"$36,000 ",24,2,$50 ,1368.9
392298,F,28,"$55,000 ",5,2,$30 ,1369.3
365361,F,27,"$22,000 ",4,3,$60 ,1369.4
64709,F,23,"$33,000 ",2,5,$125 ,1369.4
136104,F,28,"$22,000 ",5,1,$15 ,1369.5
117094,F,25,"$44,000 ",3,5,$75 ,1369.9
289163,F,40,"$44,000 ",11,1,$25 ,1370.8
455254,M,34,"$12,000 ",8,1,$15 ,1371.1
106588,F,37,"$11,000 ",9,2,$40 ,1371.5
402399,M,23,"$36,000 ",2,10,$150 ,1371.6
382562,F,27,"$11,000 ",4,2,$30 ,1372.1
355946,M,29,"$36,000 ",5,2,$40 ,1372.6
91862,M,39,"$96,000 ",10,6,$90 ,1372.9
92785,U,33,"$22,000 ",7,1,$60 ,1373.2
303171,M,31,"$60,000 ",6,5,$100 ,1373.6
220487,F,28,"$66,000 ",5,3,$45 ,1373.8
303516,M,23,"$48,000 ",2,3,$45 ,1374.5
375365,M,23,"$96,000 ",2,8,$160 ,1375.0
60840,F,24,"$22,000 ",3,4,$60 ,1375.9
394104,F,39,"$44,000 ",10,3,$75 ,1376.1
93183,F,24,"$44,000 ",3,5,$75 ,1376.6
87198,F,25,"$33,000 ",3,3,$45 ,1376.7
468004,M,54,"$48,000 ",18,1,$15 ,1377.1
96457,M,25,"$48,000 ",3,4,$60 ,1378.6
82968,M,50,"$96,000 ",16,8,$160 ,1378.8
58770,M,24,"$36,000 ",3,6,$90 ,1379.3
322603,M,25,"$36,000 ",3,1,$15 ,1379.4
121469,M,39,"$36,000 ",10,2,$30 ,1379.4
158562,U,33,"$44,000 ",7,2,$40 ,1379.8
28276,F,29,"$88,000 ",5,6,$90 ,1379.8
45703,F,23,"$88,000 ",2,4,$80 ,1379.9
467926,M,37,"$72,000 ",9,5,$100 ,1380.9
90013,M,35,"$84,000 ",8,2,$30 ,1381.1
368221,M,27,"$36,000 ",4,1,$15 ,1382.1
448395,M,38,"$72,000 ",10,12,$180 ,1382.3
252021,F,23,"$66,000 ",2,5,$75 ,1382.4
125991,M,27,"$156,000 ",4,4,$80 ,1382.4
74968,M,24,"$36,000 ",3,2,$50 ,1382.6
92758,U,36,"$33,000 ",9,4,$60 ,1382.7
479071,M,24,"$48,000 ",3,4,$60 ,1383.0
146965,M,43,"$12,000 ",12,1,$15 ,1383.7
302652,M,23,"$48,000 ",2,4,$60 ,1383.9
289042,F,31,"$33,000 ",6,3,$75 ,1384.3
322329,M,51,"$48,000 ",16,3,$60 ,1384.3
293058,M,31,"$36,000 ",6,2,$50 ,1384.4
132698,M,29,"$36,000 ",5,6,$120 ,1384.5
383696,M,43,"$48,000 ",12,1,$20 ,1384.9
57500,M,29,"$36,000 ",5,6,$120 ,1385.8
282636,F,22,"$66,000 ",2,10,$200 ,1386.2
434774,M,44,"$24,000 ",13,1,$15 ,1386.4
86333,M,49,"$192,000 ",15,5,$100 ,1386.7
64010,M,28,"$12,000 ",5,1,$25 ,1388.0
68381,F,24,"$55,000 ",3,7,$105 ,1388.1
391595,F,33,"$44,000 ",7,7,$140 ,1388.4
79933,M,27,"$24,000 ",4,3,$45 ,1390.2
22732,F,24,"$33,000 ",3,3,$45 ,1390.5
72366,M,34,"$36,000 ",8,2,$30 ,1390.9
87309,M,26,"$84,000 ",4,5,$75 ,1391.0
152286,M,31,"$60,000 ",6,2,$40 ,1391.5
415598,M,50,"$60,000 ",16,1,$15 ,1393.0
86301,F,23,"$11,000 ",2,1,$25 ,1393.1
352456,M,44,"$96,000 ",13,7,$105 ,1393.2
29162,F,47,"$66,000 ",14,8,$160 ,1393.6
304866,F,27,"$11,000 ",4,5,$75 ,1394.4
111507,M,64,"$48,000 ",23,1,$15 ,1395.0
89654,M,33,"$48,000 ",7,2,$30 ,1396.6
137920,M,23,"$12,000 ",2,2,$50 ,1396.7
378701,F,33,"$33,000 ",7,6,$120 ,1396.8
107153,M,22,"$60,000 ",2,7,$105 ,1397.1
381254,M,25,"$24,000 ",3,6,$90 ,1397.1
99396,F,33,"$66,000 ",7,3,$60 ,1397.3
301611,M,44,"$12,000 ",13,1,$60 ,1397.6
55114,F,24,"$44,000 ",3,3,$75 ,1397.7
97436,F,55,"$33,000 ",18,3,$75 ,1398.7
168772,F,27,"$66,000 ",4,5,$100 ,1399.1
149504,M,35,"$24,000 ",8,1,$15 ,1399.3
470050,M,24,"$84,000 ",3,5,$75 ,1399.8
397361,M,22,"$36,000 ",2,2,$50 ,1400.0
92461,M,22,"$36,000 ",2,3,$75 ,1400.5
306979,M,24,"$24,000 ",3,2,$50 ,1400.9
76735,F,36,"$11,000 ",9,1,$60 ,1401.8
338895,M,29,"$48,000 ",5,2,$30 ,1402.4
419931,M,30,"$132,000 ",6,9,$135 ,1402.4
380365,F,24,"$22,000 ",3,1,$15 ,1402.7
385783,M,31,"$48,000 ",6,4,$60 ,1403.3
93241,M,46,"$84,000 ",14,3,$60 ,1403.5
305207,F,41,"$143,000 ",11,2,$40 ,1403.5
414773,M,35,"$36,000 ",8,1,$15 ,1403.6
339386,F,22,"$55,000 ",2,10,$150 ,1404.0
237917,F,23,"$110,000 ",2,6,$90 ,1404.4
429428,F,32,"$22,000 ",7,1,$25 ,1404.8
57207,F,24,"$55,000 ",3,2,$30 ,1404.9
411033,M,25,"$84,000 ",3,4,$60 ,1405.3
75172,F,44,"$33,000 ",13,1,$15 ,1405.3
64736,M,39,"$24,000 ",10,4,$60 ,1405.7
311964,M,22,"$108,000 ",2,7,$105 ,1405.9
305257,U,22,"$77,000 ",2,8,$120 ,1406.8
61578,M,24,"$120,000 ",3,5,$75 ,1407.2
478951,U,23,"$55,000 ",2,4,$100 ,1407.5
432197,M,41,"$60,000 ",11,3,$45 ,1407.8
456098,M,40,"$84,000 ",11,4,$60 ,1407.8
98643,F,25,"$11,000 ",3,4,$60 ,1408.0
66898,F,27,"$22,000 ",4,2,$50 ,1408.9
298190,M,30,"$24,000 ",6,3,$60 ,1409.7
23392,M,28,"$36,000 ",5,3,$45 ,1410.0
366365,M,29,"$36,000 ",5,5,$100 ,1410.5
101567,M,22,"$24,000 ",2,1,$25 ,1410.8
287421,M,32,"$24,000 ",7,2,$50 ,1410.9
131753,M,23,"$144,000 ",2,3,$45 ,1411.2
403671,F,45,"$88,000 ",13,1,$15 ,1412.0
79494,F,29,"$33,000 ",5,5,$75 ,1412.4
125034,F,32,"$44,000 ",7,5,$100 ,1412.5
460784,M,39,"$72,000 ",10,3,$60 ,1412.8
125213,F,29,"$11,000 ",5,1,$25 ,1413.1
113615,F,27,"$44,000 ",4,1,$15 ,1413.7
406096,M,51,"$96,000 ",16,2,$30 ,1413.8
87499,F,23,"$11,000 ",2,1,$60 ,1413.9
310769,F,41,"$66,000 ",11,8,$120 ,1414.8
432460,M,25,"$24,000 ",3,2,$30 ,1414.8
111979,M,25,"$48,000 ",3,7,$140 ,1415.4
108103,M,36,"$144,000 ",9,5,$100 ,1416.5
309185,M,46,"$24,000 ",14,1,$15 ,1416.9
470806,F,22,"$22,000 ",2,4,$60 ,1417.2
52750,F,31,"$55,000 ",6,1,$15 ,1417.5
129545,M,31,"$24,000 ",6,4,$60 ,1417.6
98952,F,26,"$88,000 ",4,5,$75 ,1418.8
125598,M,37,"$84,000 ",9,6,$120 ,1419.2
352977,F,23,"$44,000 ",2,4,$100 ,1419.3
102027,M,59,"$48,000 ",20,1,$20 ,1420.0
126287,U,24,"$11,000 ",3,1,$25 ,1420.3
132912,F,23,"$88,000 ",2,11,$165 ,1421.2
391097,F,24,"$22,000 ",3,1,$25 ,1421.3
64435,F,31,"$33,000 ",6,3,$45 ,1421.4
410792,M,22,"$72,000 ",2,3,$45 ,1422.3
21151,M,37,$0 ,9,1,$25 ,1422.4
127449,F,23,"$55,000 ",2,5,$75 ,1423.2
287819,M,28,"$36,000 ",5,1,$15 ,1423.4
70772,M,22,"$24,000 ",2,1,$15 ,1423.9
140485,F,25,"$77,000 ",3,2,$30 ,1424.2
112246,F,23,"$22,000 ",2,1,$25 ,1424.3
453732,M,24,"$60,000 ",3,6,$90 ,1425.0
458653,F,38,"$165,000 ",10,4,$80 ,1425.8
117044,M,33,"$72,000 ",7,4,$80 ,1425.9
396091,F,24,"$22,000 ",3,5,$75 ,1425.9
87961,M,34,"$156,000 ",8,13,$260 ,1426.0
325861,F,25,"$33,000 ",3,4,$60 ,1426.1
477587,F,40,"$44,000 ",11,1,$15 ,1427.0
134453,F,25,"$55,000 ",3,1,$20 ,1428.2
67135,F,25,"$22,000 ",3,2,$120 ,1428.5
440840,M,27,"$72,000 ",4,10,$150 ,1428.8
476106,F,39,"$55,000 ",10,2,$30 ,1430.0
65978,M,25,"$36,000 ",3,2,$30 ,1430.3
449079,F,41,"$11,000 ",11,1,$15 ,1430.8
111784,F,33,"$33,000 ",7,3,$45 ,1430.9
285497,F,22,"$11,000 ",2,2,$50 ,1431.4
469204,M,33,"$60,000 ",7,2,$30 ,1431.6
142351,F,24,"$11,000 ",3,1,$25 ,1431.8
322590,M,27,"$24,000 ",4,3,$45 ,1431.9
24366,M,24,"$24,000 ",3,1,$25 ,1432.6
435626,F,23,"$55,000 ",2,3,$45 ,1432.7
345655,M,34,"$36,000 ",8,3,$75 ,1433.0
66267,F,42,"$88,000 ",12,1,$15 ,1433.2
106809,U,32,"$121,000 ",7,1,$20 ,1433.3
153199,F,27,"$22,000 ",4,4,$80 ,1434.0
371029,U,23,"$66,000 ",2,5,$75 ,1434.1
267389,M,24,"$36,000 ",3,2,$30 ,1434.4
459815,F,36,"$22,000 ",9,3,$45 ,1435.1
3143,M,23,"$72,000 ",2,7,$140 ,1435.7
39926,M,22,"$36,000 ",2,3,$45 ,1436.1
42252,M,28,"$96,000 ",5,3,$60 ,1436.3
